Player,replication,avg_num_rounds,variance_rounds,sum_profits,mean_day_profits,variance_profits,,fibonacci mean day profit,,,fibonacci mean sum profits,
Moderate_Risk:Fibonacci,245,42.533,776.257,-1800,-60,18611.655,,,,,,
Moderate_Risk:Fibonacci,246,44.4,857.214,-1084,-36.133,34702.809,,,,,,
Moderate_Risk:Fibonacci,247,43.433,603.633,-2211,-73.7,11321.459,,,,,,
Moderate_Risk:Fibonacci,248,53.967,1106.723,-1459,-48.633,13827.137,,,,,,
Moderate_Risk:Fibonacci,249,51.633,899.964,-1821,-60.7,14860.217,,,,,,
Moderate_Risk:Fibonacci,250,55.767,1145.909,-186,-6.2,32897.062,,,,,,
Moderate_Risk:Fibonacci,251,40.9,641.403,-1365,-45.5,34084.672,,,,,,
Moderate_Risk:Fibonacci,252,53.2,1233.89,359,11.967,48914.309,,,,,,
Moderate_Risk:Fibonacci,253,47.1,844.438,-2707,-90.233,2781.909,,,,,,
Moderate_Risk:Fibonacci,254,60.6,1312.593,572,19.067,51602.202,,,,,,
Moderate_Risk:Fibonacci,255,54.733,1234.064,942,31.4,52001.697,,,,,,
Moderate_Risk:Fibonacci,256,52.967,1015.068,-1012,-33.733,25447.651,,,,,,
Moderate_Risk:Fibonacci,257,48.8,987.269,33,1.1,60084.024,,,,,,
Moderate_Risk:Fibonacci,258,49.733,1060.271,404,13.467,55427.361,,,,,,
Moderate_Risk:Fibonacci,259,53.5,1201.155,773,25.767,61550.737,,,,,,
Moderate_Risk:Fibonacci,260,51,1126.207,434,14.467,73263.016,,,,,,
Moderate_Risk:Fibonacci,261,49.267,1255.651,1626,54.2,176210.993,,,,,,
Moderate_Risk:Fibonacci,262,50.767,979.289,-994,-33.133,22682.189,,,,,,
Moderate_Risk:Fibonacci,263,45.567,1034.254,-1907,-63.567,12917.22,,,,,,
Moderate_Risk:Fibonacci,264,50.633,1107.206,-1254,-41.8,20176.372,,,,,,
Moderate_Risk:Fibonacci,265,53,902.414,-726,-24.2,25935.959,,,,,,
Moderate_Risk:Fibonacci,266,52,894.621,-1054,-35.133,32247.016,,,,,,
Moderate_Risk:Fibonacci,267,50.6,1109.214,-1512,-50.4,23317.559,,,,,,
Moderate_Risk:Fibonacci,268,47.633,930.861,-248,-8.267,81752.271,,,,,,
Moderate_Risk:Fibonacci,269,45.4,1082.524,-463,-15.433,32630.392,,,,,,
Moderate_Risk:Fibonacci,270,51.667,1167.885,-377,-12.567,26182.668,,,,,,
Moderate_Risk:Fibonacci,271,46.767,780.53,-2571,-85.7,3365.183,,,,,,
Moderate_Risk:Fibonacci,272,47.4,812.731,-2085,-69.5,15744.466,,,,,,
Moderate_Risk:Fibonacci,273,49.7,872.7,-1584,-52.8,12314.303,,,,,,
Moderate_Risk:Fibonacci,274,50.733,931.857,-915,-30.5,44809.017,,,,,,
Moderate_Risk:Fibonacci,275,48.933,1138.064,-735,-24.5,24405.293,,,,,,
Moderate_Risk:Fibonacci,276,42.767,982.047,-2152,-71.733,11591.72,,,,,,
Moderate_Risk:Fibonacci,277,45.4,921.283,-963,-32.1,25977.334,,,,,,
Moderate_Risk:Fibonacci,278,43.733,741.789,-2145,-71.5,11815.776,,,,,,
Moderate_Risk:Fibonacci,279,58.067,1014.271,-480,-16,48422.414,,,,,,
Moderate_Risk:Fibonacci,280,54.367,635.62,-1076,-35.867,31006.257,,,,,,
Moderate_Risk:Fibonacci,281,45.1,790.99,-2167,-72.233,7479.564,,,,,,
Moderate_Risk:Fibonacci,282,49.467,765.637,-2384,-79.467,6133.775,,,,,,
Moderate_Risk:Fibonacci,283,47,858.552,-1335,-44.5,21582.741,,,,,,
Moderate_Risk:Fibonacci,284,46.933,1071.926,-1076,-35.867,19334.878,,,,,,
Moderate_Risk:Fibonacci,285,50.067,1122.892,-129,-4.3,34970.631,,,,,,
Moderate_Risk:Fibonacci,286,46.4,776.938,-1192,-39.733,34722.064,,,,,,
Moderate_Risk:Fibonacci,287,45.7,871.321,-1353,-45.1,22440.645,,,,,,
Moderate_Risk:Fibonacci,288,48.233,984.185,-1321,-44.033,23221.895,,,,,,
Moderate_Risk:Fibonacci,289,54.8,1064.51,-1011,-33.7,46635.045,,,,,,
Moderate_Risk:Fibonacci,290,56.467,1125.637,246,8.2,43222.648,,,,,,
Moderate_Risk:Fibonacci,291,59.067,967.444,144,4.8,41303.959,,,,,,
Moderate_Risk:Fibonacci,292,46.833,941.799,-1185,-39.5,25902.121,,,,,,
Moderate_Risk:Fibonacci,293,52.567,999.633,-1018,-33.933,19240.34,,,,,,
Moderate_Risk:Fibonacci,294,49.533,838.878,-1197,-39.9,23648.645,,,,,,
Moderate_Risk:Fibonacci,295,54.3,988.217,-1167,-38.9,25667.955,,,,,,
Moderate_Risk:Fibonacci,296,49.567,884.461,-1175,-39.167,22196.282,,,,,,
Moderate_Risk:Fibonacci,297,66.733,1106.064,2022,67.4,132381.628,,,,,,
Moderate_Risk:Fibonacci,298,53.6,1143.283,-65,-2.167,30914.489,,,,,,
Moderate_Risk:Fibonacci,299,40.633,754.171,-2150,-71.667,7538.023,,,,,,
Moderate_Risk:Fibonacci,300,64.733,1159.168,661,22.033,39123.206,,,,,,
Moderate_Risk:Fibonacci,301,42.833,901.661,-1721,-57.367,19806.102,,,,,,
Moderate_Risk:Fibonacci,302,44.467,770.74,-1648,-54.933,21287.306,,,,,,
Moderate_Risk:Fibonacci,303,64.767,1231.771,455,15.167,23613.799,,,,,,
Moderate_Risk:Fibonacci,304,52.833,898.213,166,5.533,91692.809,,,,,,
Moderate_Risk:Fibonacci,305,50,1115.724,1061,35.367,80051.826,,,,,,
Moderate_Risk:Fibonacci,306,48.167,897.661,-1413,-47.1,19752.369,,,,,,
Moderate_Risk:Fibonacci,307,42.3,884.148,-671,-22.367,69016.654,,,,,,
Moderate_Risk:Fibonacci,308,52.567,905.357,-1855,-61.833,7908.006,,,,,,
Moderate_Risk:Fibonacci,309,48.967,865.895,-1110,-37,26098,,,,,,
Moderate_Risk:Fibonacci,310,57,851.034,-1669,-55.633,15058.861,,,,,,
Moderate_Risk:Fibonacci,311,53.833,940.213,-1914,-63.8,13881.131,,,,,,
Moderate_Risk:Fibonacci,312,50.233,1027.013,-338,-11.267,36155.03,,,,,,
Moderate_Risk:Fibonacci,313,50.833,1167.868,574,19.133,114094.671,,,,,,
Moderate_Risk:Fibonacci,314,52.8,800.303,-1633,-54.433,19769.978,,,,,,
Moderate_Risk:Fibonacci,315,63.833,872.351,-919,-30.633,21126.033,,,,,,
Moderate_Risk:Fibonacci,316,56.967,992.447,156,5.2,79091.752,,,,,,
Moderate_Risk:Fibonacci,317,46.033,715.206,-1618,-53.933,21627.513,,,,,,
Moderate_Risk:Fibonacci,318,61.6,1025.076,750,25,48348.759,,,,,,
Moderate_Risk:Fibonacci,319,62.067,992.271,2,0.067,39685.926,,,,,,
Moderate_Risk:Fibonacci,320,47.767,900.806,-2196,-73.2,11912.717,,,,,,
Moderate_Risk:Fibonacci,321,53.933,1110.409,-211,-7.033,61625.482,,,,,,
Moderate_Risk:Fibonacci,322,51.167,1001.661,-1548,-51.6,18239.076,,,,,,
Moderate_Risk:Fibonacci,323,54.6,1108.317,-317,-10.567,30933.909,,,,,,
Moderate_Risk:Fibonacci,324,46.167,888.902,-1842,-61.4,10178.455,,,,,,
Moderate_Risk:Fibonacci,325,56.233,1167.357,138,4.6,64471.559,,,,,,
Moderate_Risk:Fibonacci,326,60.167,832.489,489,16.3,53631.803,,,,,,
Moderate_Risk:Fibonacci,327,46.067,726.685,-2382,-79.4,7802.8,,,,,,
Moderate_Risk:Fibonacci,328,53.367,1213.964,461,15.367,60977.206,,,,,,
Moderate_Risk:Fibonacci,329,45.833,604.144,-2385,-79.5,12607.5,,,,,,
Moderate_Risk:Fibonacci,330,51.833,1245.661,597,19.9,131480.162,,,,,,
Moderate_Risk:Fibonacci,331,58.133,750.326,-755,-25.167,47578.833,,,,,,
Moderate_Risk:Fibonacci,332,56.633,723.62,-916,-30.533,42762.189,,,,,,
Moderate_Risk:Fibonacci,333,49.9,1211.472,-988,-32.933,28354.616,,,,,,
Moderate_Risk:Fibonacci,334,51.233,1043.702,535,17.833,69662.42,,,,,,
Moderate_Risk:Fibonacci,335,53.967,1050.861,380,12.667,61070.161,,,,,,
Moderate_Risk:Fibonacci,336,61.3,1127.941,703,23.433,41044.254,,,,,,
Moderate_Risk:Fibonacci,337,52.4,980.179,-1443,-48.1,15429.128,,,,,,
Moderate_Risk:Fibonacci,338,47.733,1222.685,-752,-25.067,21526.202,,,,,,
Moderate_Risk:Fibonacci,339,53.767,1045.564,1214,40.467,101737.913,,,,,,
Moderate_Risk:Fibonacci,340,52.567,1182.116,-77,-2.567,35221.151,,,,,,
Moderate_Risk:Fibonacci,341,48.5,966.397,-931,-31.033,22330.585,,,,,,
Moderate_Risk:Fibonacci,342,47.033,948.447,-1523,-50.767,27434.185,,,,,,
Moderate_Risk:Fibonacci,343,58.633,1131.137,2651,88.367,193952.102,,,,,,
Moderate_Risk:Fibonacci,344,43.1,769.128,-1899,-63.3,15316.631,,,,,,
Moderate_Risk:Fibonacci,345,41.333,769.747,-2360,-78.667,6596.851,,,,,,
Moderate_Risk:Fibonacci,346,48.267,914.202,-1232,-41.067,26219.72,,,,,,
Moderate_Risk:Fibonacci,347,44.5,891.914,-1968,-65.6,9681.834,,,,,,
Moderate_Risk:Fibonacci,348,48.967,903.689,-1789,-59.633,16330.378,,,,,,
Moderate_Risk:Fibonacci,349,42.967,852.171,-1591,-53.033,15058.999,,,,,,
Moderate_Risk:Fibonacci,350,53.233,755.633,-1956,-65.2,11702.717,,,,,,
Moderate_Risk:Fibonacci,351,58.467,1017.154,458,15.267,60609.857,,,,,,
Moderate_Risk:Fibonacci,352,48.533,1011.706,-355,-11.833,47613.04,,,,,,
Moderate_Risk:Fibonacci,353,49.333,853.195,-2202,-73.4,12193.903,,,,,,
Moderate_Risk:Fibonacci,354,59.6,869.834,-692,-23.067,32609.857,,,,,,
Moderate_Risk:Fibonacci,355,48.2,1061.614,-509,-16.967,25813.895,,,,,,
Moderate_Risk:Fibonacci,356,52.633,1156.171,102,3.4,42144.386,,,,,,
Moderate_Risk:Fibonacci,357,49.5,1267.224,388,12.933,37528.754,,,,,,
Moderate_Risk:Fibonacci,358,43.467,849.292,-1396,-46.533,21933.844,,,,,,
Moderate_Risk:Fibonacci,359,53.567,766.047,-1725,-57.5,10373.638,,,,,,
Moderate_Risk:Fibonacci,360,40.667,791.264,-1277,-42.567,37081.289,,,,,,
Moderate_Risk:Fibonacci,361,46.733,1307.926,377,12.567,33507.84,,,,,,
Moderate_Risk:Fibonacci,362,51.6,1185.628,-1139,-37.967,15951.344,,,,,,
Moderate_Risk:Fibonacci,363,51.9,1163.541,-27,-0.9,40899.266,,,,,,
Moderate_Risk:Fibonacci,364,35.167,326.764,-3000,-100,0,,,,,,
Moderate_Risk:Fibonacci,365,44.733,900.202,-1960,-65.333,11296.023,,,,,,
Moderate_Risk:Fibonacci,366,49.567,908.875,-1342,-44.733,26561.582,,,,,,
Moderate_Risk:Fibonacci,367,47.467,879.085,-511,-17.033,39465.964,,,,,,
Moderate_Risk:Fibonacci,368,46.467,846.602,-1358,-45.267,16463.168,,,,,,
Moderate_Risk:Fibonacci,369,43.933,776.547,-2856,-95.2,691.2,,,,,,
Moderate_Risk:Fibonacci,370,59.233,1044.668,762,25.4,60922.869,,,,,,
Moderate_Risk:Fibonacci,371,48.033,977.137,-684,-22.8,32856.097,,,,,,
Moderate_Risk:Fibonacci,372,56.633,833.964,165,5.5,80149.224,,,,,,
Moderate_Risk:Fibonacci,373,40.933,599.375,-2431,-81.033,10792.033,,,,,,
Moderate_Risk:Fibonacci,374,44.067,799.789,-2002,-66.733,11726.547,,,,,,
Moderate_Risk:Fibonacci,375,39.067,945.857,-1119,-37.3,29868.562,,,,,,
Moderate_Risk:Fibonacci,376,50.067,634.271,-2299,-76.633,8388.447,,,,,,
Moderate_Risk:Fibonacci,377,46.5,971.707,-1159,-38.633,29216.309,,,,,,
Moderate_Risk:Fibonacci,378,55.267,967.099,-389,-12.967,34650.447,,,,,,
Moderate_Risk:Fibonacci,379,44.933,940.616,-1708,-56.933,14127.995,,,,,,
Moderate_Risk:Fibonacci,380,51.067,873.926,-1238,-41.267,18566.478,,,,,,
Moderate_Risk:Fibonacci,381,53.767,1210.668,442,14.733,36424.961,,,,,,
Moderate_Risk:Fibonacci,382,53.2,1111.752,-343,-11.433,30179.84,,,,,,
Moderate_Risk:Fibonacci,383,46.133,967.499,-1891,-63.033,10740.585,,,,,,
Moderate_Risk:Fibonacci,384,42.8,861.269,-1416,-47.2,17781.131,,,,,,
Moderate_Risk:Fibonacci,385,46.367,877.964,-1434,-47.8,32342.097,,,,,,
Moderate_Risk:Fibonacci,386,37.567,982.047,-1710,-57,19657.103,,,,,,
Moderate_Risk:Fibonacci,387,55.267,830.892,-1489,-49.633,17285.895,,,,,,
Moderate_Risk:Fibonacci,388,47.6,913.559,-1257,-41.9,25044.852,,,,,,
Moderate_Risk:Fibonacci,389,54.4,888.11,-934,-31.133,40582.051,,,,,,
Moderate_Risk:Fibonacci,390,48.367,1002.861,-1094,-36.467,29246.257,,,,,,
Moderate_Risk:Fibonacci,391,55.3,1010.217,-1084,-36.133,20402.051,,,,,,
Moderate_Risk:Fibonacci,392,46.533,757.982,-2756,-91.867,1984.533,,,,,,
Moderate_Risk:Fibonacci,393,48.633,905.551,-2233,-74.433,9468.806,,,,,,
Moderate_Risk:Fibonacci,394,51.833,1074.557,-755,-25.167,31152.833,,,,,,
Moderate_Risk:Fibonacci,395,55.133,916.74,-918,-30.6,35545.766,,,,,,
Moderate_Risk:Fibonacci,396,48.867,958.326,-1558,-51.933,12296.409,,,,,,
Moderate_Risk:Fibonacci,397,55.633,690.309,-1770,-59,17365.241,,,,,,
Moderate_Risk:Fibonacci,398,48.767,661.84,-1710,-57,18335.034,,,,,,
Moderate_Risk:Fibonacci,399,45.5,801.914,-2148,-71.6,8165.076,,,,,,
Moderate_Risk:Fibonacci,400,49.067,866.823,382,12.733,153489.72,,,,,,
Moderate_Risk:Fibonacci,401,48.933,671.72,-1215,-40.5,43506.328,,,,,,
Moderate_Risk:Fibonacci,402,54.7,875.528,-570,-19,30076.552,,,,,,
Moderate_Risk:Fibonacci,403,45.867,1102.051,299,9.967,57931.413,,,,,,
Moderate_Risk:Fibonacci,404,46.933,1049.513,-16,-0.533,44775.43,,,,,,
Moderate_Risk:Fibonacci,405,47.867,761.292,-838,-27.933,37421.168,,,,,,
Moderate_Risk:Fibonacci,406,52.1,882.438,-1219,-40.633,38366.516,,,,,,
Moderate_Risk:Fibonacci,407,49.433,963.151,-1026,-34.2,35708.303,,,,,,
Moderate_Risk:Fibonacci,408,41.467,787.154,-1352,-45.067,63889.099,,,,,,
Moderate_Risk:Fibonacci,409,50.9,1065.61,1103,36.767,71109.564,,,,,,
Moderate_Risk:Fibonacci,410,45.5,780.741,-1745,-58.167,11886.075,,,,,,
Moderate_Risk:Fibonacci,411,46.167,1184.557,-970,-32.333,22266.023,,,,,,
Moderate_Risk:Fibonacci,412,47.233,659.151,-1788,-59.6,15201.559,,,,,,
Moderate_Risk:Fibonacci,413,39.767,633.84,-2274,-75.8,9393.752,,,,,,
Moderate_Risk:Fibonacci,414,61.833,1044.695,107,3.567,35418.668,,,,,,
Moderate_Risk:Fibonacci,415,47.933,878.064,-1587,-52.9,15757.679,,,,,,
Moderate_Risk:Fibonacci,416,51.733,779.926,-1413,-47.1,29372.024,,,,,,
Moderate_Risk:Fibonacci,417,51.3,909.803,-682,-22.733,22593.513,,,,,,
Moderate_Risk:Fibonacci,418,65.967,993.689,437,14.567,50670.047,,,,,,
Moderate_Risk:Fibonacci,419,54.433,1123.909,-523,-17.433,48022.323,,,,,,
Moderate_Risk:Fibonacci,420,52.733,1075.857,-598,-19.933,29628.478,,,,,,
Moderate_Risk:Fibonacci,421,48.5,866.328,-1980,-66,11468.345,,,,,,
Moderate_Risk:Fibonacci,422,53.667,1113.747,778,25.933,70322.616,,,,,,
Moderate_Risk:Fibonacci,423,60.767,1101.151,-214,-7.133,32182.464,,,,,,
Moderate_Risk:Fibonacci,424,61,1111.586,1000,33.333,74013.885,,,,,,
Moderate_Risk:Fibonacci,425,42.267,814.478,-2305,-76.833,8511.592,,,,,,
Moderate_Risk:Fibonacci,426,40.633,820.309,-1576,-52.533,23502.257,,,,,,
Moderate_Risk:Fibonacci,427,46.033,927.206,-1025,-34.167,33487.799,,,,,,
Moderate_Risk:Fibonacci,428,44.667,872.299,-550,-18.333,116133.885,,,,,,
Moderate_Risk:Fibonacci,429,44.3,841.528,-1591,-53.033,28534.792,,,,,,
Moderate_Risk:Fibonacci,430,50.233,1036.116,-18,-0.6,45675.903,,,,,,
Moderate_Risk:Fibonacci,431,44.467,929.775,-215,-7.167,78579.316,,,,,,
Moderate_Risk:Fibonacci,432,52.067,982.409,-590,-19.667,48019.126,,,,,,
Moderate_Risk:Fibonacci,433,51.3,1270.976,1527,50.9,102396.162,,,,,,
Moderate_Risk:Fibonacci,434,46.4,1066.041,-168,-5.6,39311.421,,,,,,
Moderate_Risk:Fibonacci,435,47.633,1171.068,517,17.233,90490.254,,,,,,
Moderate_Risk:Fibonacci,436,55.667,865.678,-112,-3.733,37272.34,,,,,,
Moderate_Risk:Fibonacci,437,55.833,1035.592,-474,-15.8,25775.89,,,,,,
Moderate_Risk:Fibonacci,438,42.567,971.22,-1206,-40.2,29127.2,,,,,,
Moderate_Risk:Fibonacci,439,46.7,1039.528,-1537,-51.233,17481.633,,,,,,
Moderate_Risk:Fibonacci,440,53.333,928.851,-673,-22.433,28392.737,,,,,,
Moderate_Risk:Fibonacci,441,56.567,947.013,2321,77.367,229480.93,,,,,,
Moderate_Risk:Fibonacci,442,52.467,963.637,-904,-30.133,45659.016,,,,,,
Moderate_Risk:Fibonacci,443,47.733,1015.237,-1045,-34.833,39191.799,,,,,,
Moderate_Risk:Fibonacci,444,48,1101.586,-1190,-39.667,15500.989,,,,,,
Moderate_Risk:Fibonacci,445,55.867,864.533,-564,-18.8,30585.821,,,,,,
Moderate_Risk:Fibonacci,446,48.4,786.869,-2035,-67.833,11989.109,,,,,,
Moderate_Risk:Fibonacci,447,40.833,828.489,-2362,-78.733,6196.064,,,,,,
Moderate_Risk:Fibonacci,448,39.6,713.49,-2093,-69.767,9216.392,,,,,,
Moderate_Risk:Fibonacci,449,43.333,970.23,-1116,-37.2,31128.166,,,,,,
Moderate_Risk:Fibonacci,450,48.433,1029.495,-1326,-44.2,21120.855,,,,,,
Moderate_Risk:Fibonacci,451,52.2,842.097,-1991,-66.367,10975.068,,,,,,
Moderate_Risk:Fibonacci,452,47.633,877.206,-1894,-63.133,13228.602,,,,,,
Moderate_Risk:Fibonacci,453,54.1,1038.645,-972,-32.4,19670.11,,,,,,
Moderate_Risk:Fibonacci,454,42.433,697.22,-1514,-50.467,25761.016,,,,,,
Moderate_Risk:Fibonacci,455,47.967,1015.826,-735,-24.5,35682.121,,,,,,
Moderate_Risk:Fibonacci,456,52.4,850.317,-1238,-41.267,24800.961,,,,,,
Moderate_Risk:Fibonacci,457,42.5,682.259,-1942,-64.733,11861.651,,,,,,
Moderate_Risk:Fibonacci,458,51.367,876.999,1,0.033,52143.344,,,,,,
Moderate_Risk:Fibonacci,459,53.067,1144.961,-452,-15.067,29359.926,,,,,,
Moderate_Risk:Fibonacci,460,51.533,781.085,-1813,-60.433,14982.047,,,,,,
Moderate_Risk:Fibonacci,461,44.667,730.713,-2068,-68.933,15634.754,,,,,,
Moderate_Risk:Fibonacci,462,51.667,1094.299,-139,-4.633,73053.551,,,,,,
Moderate_Risk:Fibonacci,463,40.367,797.757,-2586,-86.2,4501.614,,,,,,
Moderate_Risk:Fibonacci,464,53.133,1164.051,809,26.967,53977.895,,,,,,
Moderate_Risk:Fibonacci,465,50.133,939.913,-1806,-60.2,19291.476,,,,,,
Moderate_Risk:Fibonacci,466,45.433,900.53,-1277,-42.567,26679.22,,,,,,
Moderate_Risk:Fibonacci,467,47.833,921.04,743,24.767,98973.357,,,,,,
Moderate_Risk:Fibonacci,468,52.7,744.355,-868,-28.933,32009.168,,,,,,
Moderate_Risk:Fibonacci,469,41.733,715.926,-1263,-42.1,24860.99,,,,,,
Moderate_Risk:Fibonacci,470,52.967,872.447,10,0.333,48641.126,,,,,,
Moderate_Risk:Fibonacci,471,65.167,881.73,165,5.5,38392.534,,,,,,
Moderate_Risk:Fibonacci,472,50.433,1101.151,-961,-32.033,24044.378,,,,,,
Moderate_Risk:Fibonacci,473,47.7,836.217,-1190,-39.667,25224.368,,,,,,
Moderate_Risk:Fibonacci,474,51.5,1162.328,900,30,58212.966,,,,,,
Moderate_Risk:Fibonacci,475,65.8,957.821,2420,80.667,182193.885,,,,,,
Moderate_Risk:Fibonacci,476,47.633,1096.378,-1067,-35.567,18431.84,,,,,,
Moderate_Risk:Fibonacci,477,47.133,903.982,-1345,-44.833,21663.868,,,,,,
Moderate_Risk:Fibonacci,478,48.533,872.189,-1479,-49.3,20799.941,,,,,,
Moderate_Risk:Fibonacci,479,51.533,1025.361,-181,-6.033,37982.516,,,,,,
Moderate_Risk:Fibonacci,480,42.533,742.189,-1367,-45.567,34419.702,,,,,,
Moderate_Risk:Fibonacci,481,49.1,909.955,-271,-9.033,46940.171,,,,,,
Moderate_Risk:Fibonacci,482,42.733,574.133,-2266,-75.533,17958.533,,,,,,
Moderate_Risk:Fibonacci,483,49.067,1014.064,-93,-3.1,47644.507,,,,,,
Moderate_Risk:Fibonacci,484,48.2,877.407,-1203,-40.1,28344.783,,,,,,
Moderate_Risk:Fibonacci,485,60.333,991.402,-95,-3.167,44957.454,,,,,,
Moderate_Risk:Fibonacci,486,48.433,825.013,-1346,-44.867,31440.257,,,,,,
Moderate_Risk:Fibonacci,487,53.833,1081.454,1472,49.067,88869.651,,,,,,
Moderate_Risk:Fibonacci,488,53.367,1003.068,-172,-5.733,46227.237,,,,,,
Moderate_Risk:Fibonacci,489,47.067,1227.926,-13,-0.433,93637.84,,,,,,
Moderate_Risk:Fibonacci,490,50.533,1109.223,-576,-19.2,37751.821,,,,,,
Moderate_Risk:Fibonacci,491,54.233,1005.357,321,10.7,39717.252,,,,,,
Moderate_Risk:Fibonacci,492,54.6,897.49,122,4.067,64572.685,,,,,,
Moderate_Risk:Fibonacci,493,43.533,883.223,-2310,-77,8070.276,,,,,,
Moderate_Risk:Fibonacci,494,45.133,723.706,-2265,-75.5,8876.19,,,,,,
Moderate_Risk:Fibonacci,495,51.1,978.231,-566,-18.867,37504.051,,,,,,
